tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitSteps
312.00;9/0to9/1_1;378.80;12.75;31.00;0.00;4/9to5/9_0;5.10;0.00;tripinfo_31;281.00;31;0;5942.90;67.52;privateType;;0
314.00;5/2to5/3_1;377.30;13.39;156.00;0.00;4/3to5/3_0;5.10;0.00;tripinfo_156;158.00;156;0;1935.63;87.72;privateType;;0
314.00;5/8to5/7_1;377.30;13.88;221.00;0.00;5/8to6/8_0;5.10;0.00;tripinfo_221;93.00;221;0;1152.59;51.48;privateType;;0
315.00;4/5to3/5_1;377.30;13.06;140.00;0.00;0/4to1/4_0;5.10;0.00;tripinfo_140;175.00;140;0;2355.24;89.65;privateType;;0
316.00;7/5to8/5_0;377.30;27.40;101.00;0.00;6/0to6/1_0;5.10;0.00;tripinfo_101;215.00;101;0;3539.09;86.68;privateType;;0
317.00;5/4to4/4_0;377.30;27.52;163.00;2.00;7/3to8/3_0;5.10;0.00;tripinfo_161;154.00;161;0;2355.24;68.45;privateType;;0
318.00;4/7to4/8_0;377.30;26.81;118.00;0.00;9/7to9/8_0;5.10;0.00;tripinfo_118;200.00;118;1;3120.72;86.74;privateType;;0
319.00;3/7to3/6_0;377.30;27.62;128.00;0.00;9/9to8/9_0;5.10;0.00;tripinfo_128;191.00;128;0;3559.35;62.32;privateType;;0
319.00;7/8to7/9_1;377.30;13.00;130.00;0.00;3/8to3/9_0;5.10;0.00;tripinfo_130;189.00;130;1;2719.84;90.46;privateType;;3
322.00;5/8to6/8_1;377.30;12.61;102.00;0.00;7/6to6/6_0;5.10;0.00;tripinfo_102;220.00;102;0;2719.48;121.56;privateType;;1
322.00;5/2to5/1_0;377.30;27.08;194.00;0.00;6/3to6/4_0;5.10;0.00;tripinfo_194;128.00;194;0;1955.24;56.74;privateType;;2
323.00;3/9to4/9_0;377.30;26.96;40.00;0.00;4/2to3/2_0;12.10;0.00;tripinfo_bus2;283.00;bus2;4;4294.96;122.71;busType;;0
324.00;6/4to6/5_1;377.30;13.58;127.00;0.00;4/5to3/5_0;5.10;0.00;tripinfo_127;197.00;127;0;2353.51;111.64;privateType;;3
324.00;4/3to4/2_0;377.30;27.11;172.00;0.00;6/4to6/5_0;5.10;0.00;tripinfo_172;152.00;172;0;2355.24;66.95;privateType;;0
324.00;6/5to6/6_1;377.30;12.73;191.00;0.00;6/6to5/6_0;5.10;0.00;tripinfo_191;133.00;191;0;1553.51;76.61;privateType;;4
325.00;8/6to8/5_1;377.30;12.83;170.00;0.00;9/5to9/4_0;5.10;0.00;tripinfo_170;155.00;170;0;1935.83;84.94;privateType;;0
325.00;5/5to6/5_1;377.30;13.08;167.00;0.00;5/7to6/7_0;5.10;0.00;tripinfo_167;158.00;167;0;1937.36;87.56;privateType;;0
325.00;4/2to5/2_0;377.30;27.53;77.00;0.00;0/0to1/0_0;5.10;0.00;tripinfo_77;248.00;77;0;3526.24;119.56;privateType;;2
325.00;3/7to4/7_1;377.30;13.84;28.00;0.00;5/3to4/3_0;5.10;0.00;tripinfo_28;297.00;28;2;3519.48;170.15;privateType;;10
326.00;8/0to9/0_0;378.80;27.66;124.00;0.00;5/4to4/4_0;5.10;0.00;tripinfo_124;202.00;124;0;3972.90;58.98;privateType;;0
328.00;2/2to1/2_0;377.30;27.11;162.00;0.00;3/4to3/3_0;5.10;0.00;tripinfo_162;166.00;162;0;2336.68;81.12;privateType;;0
329.00;8/4to8/5_1;377.30;13.68;168.00;0.00;6/6to6/5_0;5.10;0.00;tripinfo_168;161.00;168;0;1955.24;89.93;privateType;;1
331.00;2/1to2/2_1;377.30;12.75;1.00;0.00;8/4to9/4_0;5.10;0.00;tripinfo_1;330.00;1;0;4732.30;159.80;privateType;;0
334.00;5/1to5/0_0;377.30;27.17;75.00;0.00;1/6to2/6_0;5.10;0.00;tripinfo_75;259.00;75;0;4750.18;88.36;privateType;;0
334.00;5/0to6/0_0;377.30;27.20;133.00;0.00;3/8to3/7_0;5.10;0.00;tripinfo_133;201.00;133;0;4373.13;43.96;privateType;;0
334.00;6/2to7/2_0;377.30;27.52;38.00;0.00;1/5to2/5_0;5.10;0.00;tripinfo_38;296.00;38;0;4337.36;139.16;privateType;;2
335.00;2/8to2/7_0;377.30;16.21;35.00;0.00;1/1to1/2_0;5.10;0.00;tripinfo_35;300.00;35;0;4317.07;144.04;privateType;;0
335.00;8/5to9/5_0;377.30;22.61;122.00;0.00;6/8to6/9_0;5.10;0.00;tripinfo_122;213.00;122;0;3139.09;99.17;privateType;;0
335.00;9/3to9/4_1;377.30;13.25;160.00;0.00;6/3to6/2_0;5.10;0.00;tripinfo_160;175.00;160;0;2357.90;89.69;privateType;;0
336.00;9/3to9/4_0;377.30;20.30;9.00;0.00;3/6to3/7_0;5.10;0.00;tripinfo_9;327.00;9;0;4737.61;156.10;privateType;;2
338.00;4/9to3/9_0;377.30;27.36;99.00;0.00;7/3to7/2_0;5.10;0.00;tripinfo_99;239.00;99;0;4752.84;68.25;privateType;;0
342.00;8/9to9/9_0;378.80;27.26;103.00;0.00;3/7to4/7_0;5.10;0.00;tripinfo_103;239.00;103;0;3952.61;96.57;privateType;;1
344.00;3/5to2/5_1;377.30;13.72;45.00;0.00;5/7to6/7_0;5.10;0.00;tripinfo_45;299.00;45;0;3519.48;172.10;privateType;;22
344.00;0/8to0/7_0;377.30;27.06;80.00;0.00;6/9to6/8_0;5.10;0.00;tripinfo_80;264.00;80;0;3937.61;121.47;privateType;;0
347.00;8/2to9/2_0;377.30;27.02;17.00;0.00;2/7to2/8_0;5.10;0.00;tripinfo_17;330.00;17;0;5536.68;129.78;privateType;;0
348.00;0/4to0/3_0;377.30;26.90;68.00;0.00;7/6to7/5_0;5.10;0.00;tripinfo_68;280.00;68;0;4737.61;108.81;privateType;;0
349.00;2/8to3/8_0;377.30;27.72;226.00;0.00;1/9to0/9_0;5.10;0.00;tripinfo_226;123.00;226;0;1962.02;51.43;privateType;;0
350.00;7/5to6/5_0;377.30;26.75;240.00;0.00;9/6to9/5_0;12.10;0.00;tripinfo_bus12;110.00;bus12;0;1547.50;51.77;busType;;8
351.00;8/2to7/2_1;377.30;12.99;129.00;0.00;6/4to6/5_0;5.10;0.00;tripinfo_129;222.00;129;0;2718.80;123.81;privateType;;4
353.00;0/7to0/6_0;377.30;27.08;265.00;2.00;0/8to0/9_0;5.10;0.00;tripinfo_263;88.00;263;0;1554.70;31.80;privateType;;0
354.00;9/7to8/7_0;377.30;27.69;119.00;0.00;5/6to4/6_0;5.10;0.00;tripinfo_119;235.00;119;0;3140.90;120.96;privateType;;0
354.00;8/7to8/8_0;377.30;26.80;12.00;0.00;0/1to1/1_0;5.10;0.00;tripinfo_12;342.00;12;2;5931.61;128.49;privateType;;0
354.00;8/6to8/7_0;377.30;27.13;110.00;0.00;0/5to1/5_0;5.10;0.00;tripinfo_110;244.00;110;0;3970.47;100.66;privateType;;0
355.00;4/3to5/3_1;377.30;13.88;113.00;4.00;7/5to7/6_0;5.10;0.00;tripinfo_109;242.00;109;0;3140.01;128.22;privateType;;0
355.00;6/8to6/7_1;377.30;13.78;0.00;0.00;1/2to1/1_0;5.10;0.00;tripinfo_0;355.00;0;0;5534.95;155.41;privateType;;0
356.00;2/8to3/8_1;377.30;13.77;126.00;0.00;7/9to8/9_0;5.10;0.00;tripinfo_126;230.00;126;0;3522.33;102.40;privateType;;0
356.00;3/3to3/4_1;377.30;12.83;47.00;0.00;9/5to9/6_0;5.10;0.00;tripinfo_47;309.00;47;0;4335.83;152.68;privateType;;0
358.00;6/8to6/9_0;377.30;27.07;49.00;0.00;1/2to1/1_0;5.10;0.00;tripinfo_49;309.00;49;0;5555.24;108.71;privateType;;3
358.00;7/6to7/7_0;377.30;27.74;155.00;0.00;8/0to7/0_0;5.10;0.00;tripinfo_155;203.00;155;0;3937.56;60.77;privateType;;0
358.00;7/7to6/7_1;377.30;13.08;95.00;0.00;4/2to4/1_0;5.10;0.00;tripinfo_95;263.00;95;1;4319.66;107.06;privateType;;0
360.00;0/6to0/7_0;377.30;27.86;2.00;0.00;6/2to6/1_0;5.10;0.00;tripinfo_2;358.00;2;0;5917.32;144.87;privateType;;2
360.00;1/7to2/7_1;377.30;13.89;113.00;0.00;3/4to2/4_0;5.10;0.00;tripinfo_113;247.00;113;0;3119.48;134.46;privateType;;0
361.00;8/9to7/9_1;377.30;12.86;137.00;0.00;3/9to2/9_0;5.10;0.00;tripinfo_137;224.00;137;0;3131.62;111.07;privateType;;0
361.00;5/6to4/6_1;377.30;13.10;176.00;0.00;5/7to5/8_0;5.10;0.00;tripinfo_176;185.00;176;0;2322.13;100.42;privateType;;0
362.00;6/1to5/1_0;377.30;26.80;206.00;0.00;8/2to8/1_0;5.10;0.00;tripinfo_206;156.00;206;0;2339.09;70.79;privateType;;0
363.00;9/5to9/4_0;377.30;27.53;117.00;0.00;3/6to4/6_0;5.10;0.00;tripinfo_117;246.00;117;0;3952.84;103.58;privateType;;0
364.00;5/5to5/4_1;377.30;13.01;135.00;0.00;5/1to4/1_0;5.10;0.00;tripinfo_135;229.00;135;0;2732.30;130.67;privateType;;8
366.00;6/5to6/6_1;377.30;12.73;216.00;0.00;5/8to5/7_0;5.10;0.00;tripinfo_216;150.00;216;0;1955.24;78.97;privateType;;0
368.00;8/6to8/7_1;377.30;13.44;81.00;0.00;9/3to9/2_0;5.10;0.00;tripinfo_81;287.00;81;0;3517.95;160.05;privateType;;6
368.00;4/6to4/5_0;377.30;26.97;240.00;0.00;3/8to4/8_0;5.10;0.00;tripinfo_240;128.00;240;0;2352.59;42.66;privateType;;0
370.00;2/5to3/5_1;377.30;13.34;139.00;0.00;4/0to4/1_0;5.10;0.00;tripinfo_139;231.00;139;0;3139.09;117.72;privateType;;0
371.00;5/5to4/5_1;377.30;13.19;52.00;0.00;0/8to1/8_0;5.10;0.00;tripinfo_52;319.00;52;0;4323.02;163.21;privateType;;1
372.00;1/1to2/1_1;377.30;12.99;25.00;0.00;6/5to6/4_0;5.10;0.00;tripinfo_25;347.00;25;0;4719.72;176.44;privateType;;0
372.00;3/8to4/8_1;377.30;13.57;173.00;0.00;9/9to8/9_0;5.10;0.00;tripinfo_173;199.00;173;0;3144.12;84.88;privateType;;0
374.00;8/9to8/8_1;377.30;13.44;44.00;0.00;4/1to5/1_0;5.10;0.00;tripinfo_44;330.00;44;1;5133.16;145.67;privateType;;0
374.00;1/8to1/9_0;377.30;27.34;248.00;0.00;1/5to1/4_0;5.10;0.00;tripinfo_248;126.00;248;0;2351.91;41.33;privateType;;0
374.00;3/2to3/1_0;377.30;27.64;150.00;0.00;6/5to6/4_0;5.10;0.00;tripinfo_150;224.00;150;0;3534.95;95.86;privateType;;0
374.00;4/8to5/8_0;377.30;27.73;120.00;0.00;4/4to4/3_0;5.10;0.00;tripinfo_120;254.00;120;0;3518.80;126.82;privateType;;0
375.00;4/7to3/7_1;377.30;12.70;89.00;0.00;8/5to7/5_0;5.10;0.00;tripinfo_89;286.00;89;0;3537.36;158.37;privateType;;14
375.00;6/0to5/0_1;377.30;13.49;180.00;0.00;4/1to3/1_0;12.10;0.00;tripinfo_bus9;195.00;bus9;1;2310.26;109.01;busType;;2
378.00;7/8to7/9_0;377.30;27.34;264.00;0.00;7/5to7/4_0;5.10;0.00;tripinfo_264;114.00;264;0;2351.91;28.75;privateType;;0
378.00;9/2to8/2_0;377.30;26.71;140.00;0.00;7/9to7/8_0;12.10;0.00;tripinfo_bus7;238.00;bus7;2;3881.64;92.19;busType;;0
378.00;9/4to8/4_1;377.30;12.88;21.00;0.00;1/9to1/8_0;5.10;0.00;tripinfo_21;357.00;21;0;5539.09;157.30;privateType;;3
379.00;1/7to1/8_1;377.30;12.89;246.00;0.00;0/9to0/8_0;5.10;0.00;tripinfo_246;133.00;246;0;1557.62;76.20;privateType;;2
381.00;1/0to2/0_0;377.30;27.71;193.00;0.00;0/3to1/3_0;5.10;0.00;tripinfo_193;188.00;193;0;2751.11;89.12;privateType;;1
383.00;4/8to4/7_1;377.30;13.50;220.00;0.00;7/9to7/8_0;12.10;0.00;tripinfo_bus11;163.00;bus11;0;1945.77;90.79;busType;;2
384.00;0/2to1/2_0;377.30;27.63;37.00;0.00;8/4to9/4_0;5.10;0.00;tripinfo_37;347.00;37;0;5140.90;161.29;privateType;;3
385.00;5/0to6/0_0;377.30;27.31;239.00;0.00;1/0to1/1_0;5.10;0.00;tripinfo_239;146.00;239;0;2752.84;46.64;privateType;;0
