tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitSteps
194.00;-332_2;101.49;13.20;33.00;0.00;-517_1;5.10;0.00;tripinfo_33;161.00;33;0;1414.98;58.37;privateType;;30
195.00;125_2;165.04;13.70;75.00;0.00;589_1;5.10;0.00;tripinfo_75;120.00;75;0;1218.64;29.78;privateType;;11
198.00;-9_1;177.83;12.93;102.00;0.00;-523_1;5.10;0.00;tripinfo_102;96.00;102;0;862.18;33.14;privateType;;15
198.00;-379_1;132.76;13.45;59.00;0.00;15_1;5.10;0.00;tripinfo_59;139.00;59;0;1491.04;30.09;privateType;;8
201.00;325_1;122.87;12.80;121.00;0.00;-126_1;5.10;0.00;tripinfo_121;80.00;121;0;937.12;8.73;privateType;;0
201.00;-9_2;177.83;13.78;107.00;0.00;-348_1;5.10;0.00;tripinfo_107;94.00;107;0;862.81;28.92;privateType;;11
202.00;38_1;145.60;13.71;86.00;0.00;870_1;5.10;0.00;tripinfo_86;116.00;86;0;1400.65;12.66;privateType;;0
203.00;365_0;193.22;13.83;120.00;0.00;116_0;12.10;0.00;tripinfo_bus6;83.00;bus6;0;1000.63;10.88;busType;;0
205.00;-121_1;187.32;13.35;137.00;0.00;-38_1;5.10;0.00;tripinfo_137;68.00;137;0;716.96;14.11;privateType;;0
206.00;-128_2;79.74;6.97;156.00;0.00;-379_1;5.10;0.00;tripinfo_156;50.00;156;0;516.91;11.15;privateType;;0
206.00;535_2;160.73;13.83;143.00;0.00;-349_1;5.10;0.00;tripinfo_143;63.00;143;0;678.69;12.18;privateType;;0
208.00;570_1;114.42;13.29;88.00;0.00;1005_1;5.10;0.00;tripinfo_88;120.00;88;0;1385.38;18.09;privateType;;2
208.00;-577_1;182.62;13.51;99.00;0.00;11_1;5.10;0.00;tripinfo_99;109.00;99;0;1315.62;12.59;privateType;;0
209.00;728_2;92.06;13.24;74.00;0.00;-674_1;5.10;0.00;tripinfo_74;135.00;74;0;1539.29;19.27;privateType;;0
212.00;13_1;95.18;12.80;53.00;0.00;-1005_1;5.10;0.00;tripinfo_53;159.00;53;0;1445.70;53.99;privateType;;26
213.00;-336_1;84.01;6.65;136.00;0.00;344_1;5.10;0.00;tripinfo_136;77.00;136;0;706.04;23.23;privateType;;4
216.00;-579_2;150.88;12.88;171.00;0.00;-577_1;5.10;0.00;tripinfo_171;45.00;171;0;490.73;7.97;privateType;;0
217.00;601_2;174.53;13.42;30.00;0.00;-846_1;5.10;0.00;tripinfo_30;187.00;30;0;2245.82;23.15;privateType;;2
218.00;533_1;108.13;13.47;87.00;0.00;123_1;5.10;0.00;tripinfo_87;131.00;87;0;1304.18;36.41;privateType;;13
218.00;-592_1;101.18;13.24;208.00;0.00;-592_1;5.10;0.00;tripinfo_208;10.00;208;0;96.08;2.85;privateType;;0
218.00;-613_2;192.11;13.03;104.00;0.00;-326_1;5.10;0.00;tripinfo_104;114.00;104;0;1341.22;14.20;privateType;;0
219.00;-381_1;84.56;12.85;49.00;0.00;-684_1;5.10;0.00;tripinfo_49;170.00;49;0;1834.84;34.76;privateType;;5
223.00;-19_2;163.40;12.80;100.00;0.00;-613_0;12.10;0.00;tripinfo_bus5;123.00;bus5;0;1181.29;36.45;busType;;0
226.00;-64_1;116.02;13.39;95.00;0.00;504_1;5.10;0.00;tripinfo_95;131.00;95;0;1454.05;23.78;privateType;;0
226.00;579_1;150.88;12.80;92.00;0.00;-533_1;5.10;0.00;tripinfo_92;134.00;92;0;1546.76;20.02;privateType;;1
227.00;1029_2;144.77;13.57;111.00;0.00;570_1;5.10;0.00;tripinfo_111;116.00;111;0;1376.87;16.25;privateType;;2
228.00;381_2;84.56;13.67;160.00;0.00;492_0;12.10;0.00;tripinfo_bus8;68.00;bus8;0;747.54;13.80;busType;;0
228.00;-618_2;137.47;12.62;100.00;0.00;-870_1;5.10;0.00;tripinfo_100;128.00;100;0;1401.16;26.71;privateType;;5
230.00;-698_2;111.22;13.66;106.00;0.00;608_1;5.10;0.00;tripinfo_106;124.00;106;0;1432.54;20.06;privateType;;2
234.00;-361_1;142.46;12.65;220.00;0.00;-361_1;5.10;0.00;tripinfo_220;14.00;220;0;137.36;3.36;privateType;;0
235.00;319_2;192.54;13.63;144.00;0.00;325_1;5.10;0.00;tripinfo_144;91.00;144;0;470.05;56.90;privateType;;45
239.00;1011_1;222.91;13.04;76.00;0.00;-569_1;5.10;0.00;tripinfo_76;163.00;76;0;1952.31;19.04;privateType;;0
241.00;-570_1;114.42;12.85;127.00;0.00;-1005_1;5.10;0.00;tripinfo_127;114.00;127;0;1383.95;12.37;privateType;;0
242.00;-535_2;160.73;13.62;58.00;0.00;-837_1;5.10;0.00;tripinfo_58;184.00;58;0;2165.18;23.73;privateType;;0
243.00;1027_2;213.64;13.70;131.00;0.00;-338_1;5.10;0.00;tripinfo_131;112.00;131;0;1190.72;25.96;privateType;;6
244.00;210_2;103.97;13.69;180.00;0.00;-612_0;12.10;0.00;tripinfo_bus9;64.00;bus9;0;728.52;10.80;busType;;0
244.00;679_1;110.98;13.15;135.00;0.00;-492_1;5.10;0.00;tripinfo_135;109.00;135;0;1303.34;13.44;privateType;;0
246.00;-381_2;84.56;13.77;216.00;0.00;-383_1;5.10;0.00;tripinfo_216;30.00;216;0;332.84;4.99;privateType;;0
247.00;125_1;165.04;13.69;232.00;0.00;125_1;5.10;0.00;tripinfo_232;15.00;232;0;159.94;3.15;privateType;;0
250.00;698_1;111.22;12.92;115.00;0.00;-533_1;5.10;0.00;tripinfo_115;135.00;115;0;1597.01;15.11;privateType;;0
251.00;381_2;84.56;12.83;154.00;0.00;-11_1;5.10;0.00;tripinfo_154;97.00;154;0;908.08;31.00;privateType;;1
252.00;837_2;105.32;13.72;215.00;0.00;674_1;5.10;0.00;tripinfo_215;37.00;215;0;396.84;7.58;privateType;;0
254.00;-577_2;182.62;13.41;68.00;0.00;-880_1;5.10;0.00;tripinfo_68;186.00;68;0;2158.03;30.22;privateType;;6
255.00;-492_1;209.58;13.59;201.00;0.00;-570_1;5.10;0.00;tripinfo_201;54.00;201;0;657.83;6.63;privateType;;0
256.00;128_1;79.74;13.90;148.00;0.00;64_1;5.10;0.00;tripinfo_148;108.00;148;0;1046.45;32.18;privateType;;9
256.00;344_2;101.66;13.60;186.00;0.00;9_1;5.10;0.00;tripinfo_186;70.00;186;0;689.89;19.87;privateType;;8
261.00;38_1;145.60;12.99;145.00;0.00;-579_1;5.10;0.00;tripinfo_145;116.00;145;0;1227.48;25.59;privateType;;4
262.00;-361_2;142.46;13.36;139.00;0.00;728_1;5.10;0.00;tripinfo_139;123.00;139;0;1321.74;26.62;privateType;;0
263.00;-618_2;137.47;13.37;104.00;1.00;570_1;5.10;0.00;tripinfo_103;159.00;103;0;1678.61;35.90;privateType;;5
263.00;-11_2;143.74;13.09;213.00;0.00;-333_1;5.10;0.00;tripinfo_213;50.00;213;0;528.10;8.84;privateType;;0
265.00;-732_2;121.01;13.87;42.00;0.00;-601_1;5.10;0.00;tripinfo_42;223.00;42;0;2129.34;68.77;privateType;;25
270.00;-625_2;115.42;12.88;110.00;0.00;-210_1;5.10;0.00;tripinfo_110;160.00;110;0;1435.00;55.65;privateType;;24
271.00;-625_2;115.42;13.80;89.00;0.00;-383_1;5.10;0.00;tripinfo_89;182.00;89;0;1754.48;53.93;privateType;;24
273.00;64_1;116.02;13.26;152.00;0.00;319_1;5.10;0.00;tripinfo_152;121.00;152;0;932.42;52.13;privateType;;35
275.00;-348_2;127.93;13.86;221.00;0.00;333_1;5.10;0.00;tripinfo_221;54.00;221;0;586.84;9.94;privateType;;0
