tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitSteps
565.00;505_0;160.73;12.96;373.00;0.00;330_0;5.10;0.00;tripinfo_373;192.00;373;0;1477.12;84.04;privateType;;48
566.00;-1033_2;97.11;13.23;485.00;0.00;732_0;5.10;0.00;tripinfo_485;81.00;485;0;924.40;12.48;privateType;;0
566.00;-123_0;129.57;12.91;553.00;0.00;-123_0;5.10;0.00;tripinfo_553;13.00;553;0;124.47;3.54;privateType;;0
568.00;577_0;182.62;13.39;416.00;0.00;505_0;5.10;0.00;tripinfo_416;152.00;416;0;1781.88;20.46;privateType;;0
569.00;-1029_2;144.77;13.17;532.00;1.00;728_0;5.10;0.00;tripinfo_531;37.00;531;0;409.65;6.84;privateType;;0
572.00;492_2;209.58;12.80;493.00;0.00;-585_0;5.10;0.00;tripinfo_493;79.00;493;0;916.55;12.46;privateType;;0
572.00;-698_2;111.22;10.53;386.00;0.00;642_0;5.10;0.00;tripinfo_386;186.00;386;0;1547.95;71.49;privateType;;37
572.00;121_1;187.32;13.69;461.00;0.00;-383_0;5.10;0.00;tripinfo_461;111.00;461;0;1258.51;20.16;privateType;;2
574.00;210_1;103.97;12.89;471.00;0.00;698_0;5.10;0.00;tripinfo_471;103.00;471;0;1174.46;15.94;privateType;;0
575.00;-613_1;192.11;13.25;447.00;0.00;325_0;5.10;0.00;tripinfo_447;128.00;447;0;1396.79;26.53;privateType;;5
575.00;-7_2;181.11;12.69;375.00;0.00;15_0;5.10;0.00;tripinfo_375;200.00;375;0;893.89;134.83;privateType;;116
575.00;121_2;187.32;13.12;440.00;0.00;348_0;5.10;0.00;tripinfo_440;135.00;440;0;1371.45;34.33;privateType;;7
576.00;11_0;143.74;4.10;464.00;0.00;-517_0;5.10;0.00;tripinfo_464;112.00;464;0;1013.05;39.07;privateType;;4
577.00;-349_1;149.39;13.00;96.00;0.00;-732_0;5.10;0.00;tripinfo_96;481.00;96;2;1838.65;345.56;privateType;;310
577.00;361_1;142.46;13.26;481.00;0.00;-19_0;5.10;0.00;tripinfo_481;96.00;481;0;742.04;41.09;privateType;;16
577.00;349_2;149.39;13.07;475.00;0.00;116_0;5.10;0.00;tripinfo_475;102.00;475;0;1094.75;21.05;privateType;;4
579.00;-361_2;142.46;13.46;545.00;0.00;336_0;5.10;0.00;tripinfo_545;34.00;545;0;390.61;5.13;privateType;;0
580.00;-123_1;129.57;13.13;558.00;0.00;-338_0;5.10;0.00;tripinfo_558;22.00;558;0;248.01;3.52;privateType;;0
581.00;-597_2;86.31;12.94;189.00;0.00;-332_0;5.10;0.00;tripinfo_189;392.00;189;0;1179.46;304.51;privateType;;275
581.00;138_2;178.41;13.34;496.00;0.00;-3_0;5.10;0.00;tripinfo_496;85.00;496;0;961.84;15.15;privateType;;2
583.00;128_1;79.74;13.11;433.00;0.00;-338_0;5.10;0.00;tripinfo_433;150.00;433;0;1183.56;64.23;privateType;;28
586.00;-381_2;84.56;10.11;504.00;0.00;365_0;5.10;0.00;tripinfo_504;82.00;504;0;895.67;15.60;privateType;;0
588.00;846_0;106.53;12.79;180.00;0.00;-728_0;5.10;0.00;tripinfo_180;408.00;180;1;1979.71;264.79;privateType;;201
588.00;730_2;135.81;13.07;442.00;0.00;601_0;5.10;0.00;tripinfo_442;146.00;442;0;1646.64;27.26;privateType;;4
591.00;-730_2;135.81;12.83;439.00;0.00;210_0;5.10;0.00;tripinfo_439;152.00;439;0;1441.66;47.82;privateType;;20
593.00;-117_1;88.17;9.68;503.00;0.00;-730_0;5.10;0.00;tripinfo_503;90.00;503;0;855.60;26.39;privateType;;7
593.00;650_0;183.62;12.68;530.00;0.00;625_0;5.10;0.00;tripinfo_530;63.00;530;0;784.51;6.07;privateType;;0
595.00;696_0;88.66;13.74;462.00;0.00;326_0;5.10;0.00;tripinfo_462;133.00;462;2;1387.34;29.98;privateType;;3
595.00;11_2;143.74;12.95;477.00;0.00;330_0;5.10;0.00;tripinfo_477;118.00;477;0;1246.27;25.08;privateType;;5
595.00;-639_2;164.14;13.08;392.00;0.00;-867_0;5.10;0.00;tripinfo_392;203.00;392;0;2088.02;50.10;privateType;;17
597.00;496_1;111.56;13.35;501.00;0.00;9_0;5.10;0.00;tripinfo_501;96.00;501;0;928.48;27.80;privateType;;9
597.00;-505_2;160.73;13.55;390.00;0.00;-3_0;5.10;0.00;tripinfo_390;207.00;390;0;1462.18;99.30;privateType;;48
598.00;533_0;108.13;13.59;443.00;0.00;523_0;5.10;0.00;tripinfo_443;155.00;443;0;1673.76;34.44;privateType;;5
598.00;-608_2;165.75;13.53;542.00;0.00;-577_0;5.10;0.00;tripinfo_542;56.00;542;0;631.22;7.78;privateType;;0
598.00;589_1;204.16;13.34;405.00;0.00;-679_0;5.10;0.00;tripinfo_405;193.00;405;0;1507.20;82.03;privateType;;48
600.00;517_1;157.09;13.79;429.00;0.00;579_0;5.10;0.00;tripinfo_429;171.00;429;0;1934.81;26.70;privateType;;0
600.00;-579_2;150.88;12.76;499.00;0.00;1029_0;5.10;0.00;tripinfo_499;101.00;499;0;1251.04;10.15;privateType;;0
602.00;-336_2;84.01;13.55;446.00;0.00;870_0;5.10;0.00;tripinfo_446;156.00;446;0;1201.18;68.02;privateType;;36
604.00;-1033_2;97.11;13.27;490.00;0.00;-119_0;5.10;0.00;tripinfo_490;114.00;490;0;1235.41;20.99;privateType;;0
605.00;848_1;94.30;13.79;395.00;0.00;-379_0;5.10;0.00;tripinfo_395;210.00;395;0;2127.05;56.25;privateType;;29
